 Secretaría; Cód; Departamento; CódMun; Municipio; Código; Nombre;  Dirección; Teléfono; Nombre Rector; Tipo Establecimiento; Sector; Zona; Jornadas; Niveles; Grados;No. Sede; Cal; Correo Electrónico
ANTIOQUIA;5;ANTIOQUIA;5197;COCORNÁ;205197000687;C. E. R. PAILANIA;VDA. PAILANIA;8343521;MARTHA MARÍA ESCOBAR FERNÁNDEZ;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,COMPLETA,NOCTURNA;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,21;17;A;cocornac.e.r.pailania@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;305361001813;COLEGIO DIOCESANO JUAN PABLO II                                                                     ;KR 16 15 22;8643041;EDISON ALBERTO ECHAVARRIA MONSALVE;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;405361000048;E R I SINUCITO;SIN INFORMACION;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;405361002172;E R EL TORRENTE;SIN INFORMACION;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5209;CONCORDIA;305209000909;COLEGIO PEDAGOGICO SIGLO XXI  COCEP SIGLO XXI ;CRA. 22  19-65;844 61 44;MEDINA LOPEZ LUZ MARY;CENTRO EDUCATIVO;NO OFICIAL;URBANA;FIN DE SEMANA;MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;22,23,24,25,26;1;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;505361000002;CENTRO EDUCATIVO RURAL SAN BARTOLO;SIN INFORMACION;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000023;C. E. R. FABRICIO ESCOBAR;VDA. SAN BARTOLO;842 33 20;GRISALES LOPEZ NORA DE JESUS ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerfabricioescobar@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000031;C. E. R. JUAN N BARRERA;VDA. STA. GERTRUDIS;058 5204068;LONDOÑO ESPINOSA FERNANDO ALBERTO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerjuan-nbarrera@tareanet.edu.co
ENVIGADO;5;ANTIOQUIA;5266;ENVIGADO;405266001631;COLEGIO MANUEL MEJIA VALLEJO                                ;CL 36 SUR 25 20;3360210;HECTOR DE JESUS CARRILLO HERRERA;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;COMPLETA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;1;A;
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000058;C. E. R. MARIA JOSEFA CORREA;VDA. LA ARBOLEDA;8455652;MARIN TAMAYO REBECA INES;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cermariajosefacorrea@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000074;C. E. R.  DAVID L CROZZIER;VDA. LA CASIANA;3137232584;IBARRA URREGO ALEXANDRA EUGENIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerdavidl.crozzier@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000104;C. E. R. BEATO JUAN BAUTISTA VELASQUEZ PELÁEZ;VDA. ALTO DEL INDIO;8455652;HOYOS PEREZ ALEXANDRA MARIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerbeatojuanbautista@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5756;SONSON;205756001109;C. E. R. MULATO ABAJO;CORRG. SAN MIGUEL;869 11 20;VACANTE;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;mulatoabajo@gmail.com
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000121;C. E. R. LUIS ROSENDO ESCOBAR;VDA. VARSOVIA;845 56 52;LONDOÑO OSPINA GUSTAVO ALBERTO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerluisrosendoescobar@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000139;C. E. R. DOLORES ZAPATA;VDA. GIBRALTAR;845 56 52;DUARTE PINZON NANCY MILENA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerdoloreszapata@tareanet.edu.co
ENVIGADO;5;ANTIOQUIA;5266;ENVIGADO;305001014701;COLEGIO INTEGRADO LAURELES                                  ;CL 36 D SUR 23 55;3360312;ANA MARIA RUIZ PALACIO;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;MAÑANA,COMPLETA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;1;A;edinsa@une.net.co
ANTIOQUIA;5;ANTIOQUIA;5665;SAN PEDRO DE URABA;205665000576;I. E. R. SANTA CATALINA;CORREG. SANTA CATALINA;820 55 02;FRANCO QUINTERO LUZ MARINA;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,COMPLETA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,99;4;A;iersantacatalinaspu@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361000286;C. E. R. LA GIRALDO;VDA. EL TINTO;864 30 93;GIRALDO ALVAREZ LUZ CONSUELO (DOC.P.P.);CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;lagiraldoituango@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000201;C. E. R. RAMON AGUDELO CORREA;VDA. EL TAPADO;845 68 88;MUÑOZ GIRALDO BEATRIZ CECILIA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cer-ramonagudelocorrea@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000252;C. E. R. SALVADOR MU¿OZ;VDA. LA HERRERA;313 650 28 58;VELEZ MONTOYA MARY LUZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cersalvadormunoz@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000261;C. E. R. RAMON OCHOA;VDA. SERRANÍAS;845 68 88;OSSA CALVO LUIS ARBEY;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cer-ramonochoa@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000279;C. E. R. RAIMUNDO ROJAS;VDA. LAS MACANAS;520 40 63;CARDONA TORO YOHANA ISABEL;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cer-raimundorojas@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5756;SONSON;205756000781;I. E. R. SAN MIGUEL;CARRERA 6  31-23;832 41 24;ESTHER MARINA AGUDELO VELASQUEZ;INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,99;4;A;iersanmiguelsonson@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000287;C. E. R. INDALECIO PELAEZ;VDA. QUEBRADA BONITA;845 56 52;FLOREZ MORENO DORA CLEMENCIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerindaleciopelaez@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000309;C. E. R. JOSE MARIA GOMEZ ANGEL;VDA. MORRO AMARILLO;845 56 52;HOLGUIN BRAND LEIDY MABEL;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerjosemariagomez@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000333;C. E. R. PRESBITERO EZEQUIEL J PEREZ;VDA. LA SALADA;845 68 88;JARAMILLO MENZA AURA MARLENY;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerezequieldejperez@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;205364000350;C. E. R. DIEGO OROZCO;VDA. LA LINDA;845 56 52;MUÑOZ GIRALDO LILIANA MARIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerdiegoorozco@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;305364000460;I.E. COLEGIO SAGRADO CORAZON                                            ;CRA. 5  10-74;8455756;RENDON LONDOÑO MARIA FANNY;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;cooesedu@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5364;JARDÍN;305364000478;PREESCOLAR EUGENIO RAVASCO                                                                          ;SIN INFORMACION;8455592;SIN INFORMACION;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000087;C. E. R. ANA MARIA ECHEVERRI;VDA. LAS PLAYAS;8523228;MOLINA MOLINA CIELO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000095;C. E. R. MARIA GONZALEZ DE A;SIN INFORMACION;8523228;RESTREPO GOMEZ MARIA HELENA(DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000109;C. E. R. LA CASCADA;VDA. CASCADA;8523228;ARISTIZABAL C. MARTHA LUZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000150;C. E. R. LUIS EMILIO BERMUDEZ;VDA. LA HERMOSA;8523228;BETANCUR CORREA ALBEIRO DE JESUS ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000176;C. E. R.  LA LEONA;VDA. LA LEONA;8522673;TAMAYO CARDONA LUZ MERY;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000192;C. E. R.  LA VIÑA;VDA. LA VIÑA;8523228;MARIN PULGARIN GLORIA PATRICIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;305001017719;CENT EDUC GUILLERMO GULLIVER;IND KR 87 A 77CC 25;2644905;RUTH ESTELLA CUETO;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;-2,-1,0,1,2,3,4,5,6,7,8,9;1;A;gulliver1a@yahooo.es
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000206;C. E. R.  ALVARO O NARANJO;VDA. LA AGUADA;8422534;PATIÑO JOSE ALEJANDRO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000928;C. E. R.  PECORALIA;VDA. PECORALIA;8365888;FRANCISCO JOSE BELTRAN MUÑOZ;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5647;SAN ANDRÉS DE CUERQUÍA;205647000160;C. E. R. MONTAÑADENTRO;VDA. GUAYABAL;8618168;SAIRA INÉS ARANGO  CHAVARRIA ;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cermontanadentro@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5647;SAN ANDRÉS DE CUERQUÍA;205647000194;C. E. R. EL PEÑOL;VDA. EL PEÑOL;8618168;IRMA VIOLETA AYALA CAÑOLA ;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA,NOCTURNA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5,21;7;A;cerelpenol@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000222;C. E. R. PALENQUE;VDA. PALENQUE;8523228;ZAPATA ELKIN DE JESUS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000231;C. E. R.  CARLOS ALBERTO VILLA MAYA;VDA. VALLECITOS;8422525;CEBALLOS GONZALEZ DIEGO ENTONIO(DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000257;C. E. R.  AVELINO MARÍN BEDOYA;VDA. LA QUEBRADONA;8523228;CARDONA GILMA CECILIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000265;C. E. R.  SANTIAGO SANTAMARIA;VDA. CASTALIA;8523228;RESTREPO BETANCUR MERCEDES IDALBA(DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000273;C. E. R. LA PRADERA;VDA. LA PRADERA;8523282;JIMENEZ  ANGELA PATRICIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000290;C.E.R.  MONSEÑOR AUGUSTO TRUJILLO ARANGO;VDA. EL ZACATIN;8523228;RESTREPO ROSA MARGARITA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;jericosimat@gmail.com
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000303;C. E. R. SAN RAMON;VDA. SAN RAMON;8523228;RICARDO DE JESUS SUAREZ PALACIO(DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000320;C. E. R.  LA FE;VDA. LA FE;8523228;LONDOÑO NELSON ALBERTO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000346;C. E. R.  LA CESTILLALA;VDA. LA CESTILLALA;985217212;PEREZ P. MARLENY DEL CARMEN;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000362;C. E. R. LUIS MARIA NARANJO;SIN INFORMACION;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000371;C. E. R. JOSE MARIA OSPINA;VDA. LOS PATIOS;8523228;MONCADA JORGE IVAN;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000460;C. E. R.  PATUDAL;VDA. PATUDAL;8523228;CARMONA ECHEVERRI LUZ DARY;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000532;C. E. R.  LA SORGA;VDA. LA SORGA;8523228;PRECIADO R. ALICE JAQUELINE ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cer.lasorga@yahoo.es
ANTIOQUIA;5;ANTIOQUIA;5660;SAN LUIS;205660001043;C.E.R. LA IBERIA;VDA. LA IBERIA;8348102;MARA SIRLEY MARTINEZ GARCIA  ;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cerlaiberiasanluis@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000575;C. E. R.  PALENQUITO;VDA. PALENQUITO;8523228;MAGNOLIA TAMAYO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000664;C. E. R. LOS BAÑOS;VDA. LOS BAQOS;8523228;YEPES YUDI BIBIANA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000681;C. E. R. ESTRELLA VIEJA;VDA. ESTRELLA VIEJA;8523228;CANO PEREZ GLORIA MARIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000745;C. E. R.  LA SOLEDAD;VDA.LA SOLEDAD;8523228;GONZALEZ CARLOS EUGENIO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;205368000770;C. E. R.  LA TRAVIEZA;VDA. LA TRAVIEZA;8523730;MONSALVE JAIRO ALBERTO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5368;JERICÓ;405368000809;C.E.R CAUCA VIEJO;VDA # 7 - CAUCA-PARCELACION CAUCA VIEJO;;ALBERTO HUGO FLÓREZ RENDÓN;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000011;C. E. R. LA MILAGROSA;CRA. 26 4B 05;553 37 34;NO FIG;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000029;C. E. R. CANDIDO BERNAL;VDA. LA LOMA;5531414; YEIMI YAMILE CASTRO BERMÚDEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000037;C. E. R. JESUS MARIA PIEDRAHITA;VDA. LA MIEL;5536413;GLORIA ESTELA  BEDOYA PATIÑO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000045;C. E. R. JUAN MANUEL LLANO;VDA. SAN RAFAEL;564 12 78;PAOLA ANDREA OLIVEROS VELASQUEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000061;C. E. R. ISIDORA DUQUE;VDA. FATIMA;5640769;DIANA PATRICIA LEON GIRALDO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000096;C. E. R. EL HIGUERON;VDA. EL HIGUERON;553 64 14;PAULA ANDREA TOBON VALLEJO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ENVIGADO;5;ANTIOQUIA;5266;ENVIGADO;305001021163;COLEGIO MONTEMAYOR SAGRADO CORAZON;CL 38 S 45 A 87;5380500;JUAN DAVID VELASQUEZ MONSALVE;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;COMPLETA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11;1;B;sec.academica@montemayor.edu.co
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000134;C. E. R. SAN NICOLAS;VDA. SAN NICOLAS;5536413; LYNA YOHANNA SANCHEZ CARMONA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000177;C. E. R. COLMENAS;VDA. COLMENAS;5536413;MARTINEZ ALBA ROSA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000185;C. E. R. TIBERIO DE J SALAZAR Y H;VDA. LAS PIEDRAS;5536413;TORO R. BEATRIZ ELENA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000347;C. E. R. ALFONSO NANO BERNAL;VDA. LA PLAYA;553 64 14;VARGAS G. MARIA GABRIELA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;205376000517;C. E. R. LLANADAS;VDA. LLANADAS;553 64 13;CASTAÑO HECTOR IVAN;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;305376000597;COLEGIO GREGORIO GUTIERREZ G. DE SAN JOSE;CRA. 17 18-21;5532853;SIN INFORMACION;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;305360001500;C.E. CACHORRITOS;CL 44 44 03;2091500;SARA MILENA QUINTERO ARANGO;CENTRO EDUCATIVO;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR;=-2-1;1;A;centroeducativocahorritos@gmail.com
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;305376000660;COLEGIO FUNORIE                                                                                     ;CL. 19  13-300;553 16 18                                         ;CIERRE;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;305001018901;CENT EDUC ALMALEGRE LTDA;KR 89 36 38;2538929;ADRIANA BOHORQUEZ OROZCO;CENTRO EDUCATIVO;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR;=-2-1;1;A;almalegre@tema.com
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;505376000002;CORPORACIÓN EDUCATIVA DE LA CEJA - CORCEJA                                                          ;CALLE 17 13B-65;553 28 53                                         ;SIN INFORMACION;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5380;LA ESTRELLA;305001025461;I.E. INTELIGENCIAS MULTIPLES;CL. 101 SUR;338 74 55;LAVERDE JHON JAIRO;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;inteligenciasmultiples@hotmail.com
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;305360001691;PREESCOLAR PAYASITOS                                        ;KR 50 52 60;2811423;SONIA GALLEGO;CENTRO EDUCATIVO;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR;=-2-1;1;A;payasitosedu@yahoo.com
ANTIOQUIA;5;ANTIOQUIA;5380;LA ESTRELLA;305380000445;COLEGIO CAMPESTRE LA ESTRELLA                                                                       ;FINCA LAS DOS PALMAS;2791422;SIN INFORMACION;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5380;LA ESTRELLA;305380000607;CENTRO EDUCATIVO INFANTIL ARCO IRIS                                                                 ;SIN INFORMACION;                                                  ;SIN INFORMACION;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;                                                  
ANTIOQUIA;5;ANTIOQUIA;5380;LA ESTRELLA;305380019453;I. E. FE Y ALEGRÍA LA INMACULADA;KR 51 96 B 01;2796208;ESPINAL GALLEGO DIANA MARCELA;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;lainmaculada@feyalegria.org.co
ANTIOQUIA;5;ANTIOQUIA;5390;LA PINTADA;105390000533;COLEGIO SAGRADO CORAZON                                                                             ;SIN INFORMACION;sin informacion                                   ;SIN INFORMACION;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5390;LA PINTADA;205856000282;C. E. R. LA BUCANA;VDA. LA BUCANA;8454713;URREGO SANTANA LINA MARCELA.;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;sahadiez28@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5400;LA UNIÓN;205400000027;C. E. R. PIEDRAS;VDA. LAS PIEDRAS;556 91 30;LUZ DARY VALENCIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5400;LA UNIÓN;205400000043;I. E. R. LAS TERESAS;VDA. LAS TERESAS;564 08 53;CARLOS MARIO MORALES OCAMPO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5686;SANTA ROSA DE OSOS;205686000673;C. E. R. POPALES;VDA. GUANAQUITAS;860 75 85; YEISON DUBAN CASTRILLON MOLINA;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;Secretaria_educacion@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5400;LA UNIÓN;205400000060;C. E. R. CHALARCA;VDA. CHALARCA;5688279;SEPULVEDA LOLA MARIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;305001016101;COLEGIO EUSKADI                                             ;CARRERA 10 N° 16A SUR 3;3171002;ADRIANA MARIA CONGOTE MARTINEZ;INSTITUCION EDUCATIVA;NO OFICIAL;RURAL;COMPLETA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;1;A;luz-patriciacongote@hotmail.com
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;305001018910;GUARD Y PREESC MIS PRIMEROS EXITOS;CL 34 B 87 A 39;2535963;XIMENA ARRIETA VILLEGAS;CENTRO EDUCATIVO;NO OFICIAL;URBANA;MAÑANA,COMPLETA,TARDE;PREESCOLAR;=-2-1;1;A;marinaosorio@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5400;LA UNIÓN;205400000078;C. E. R. GUARANGO;VDA. EL GUARANGO;564 17 85;SANDRA LILIANA LOPEZ VILLA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5400;LA UNIÓN;205400000086;C. E. R. PANTALIO;VDA. PANTALIO;556 26 96;EDISON ANTONIO VARGAS PEREZ ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5885;YALÍ;205885000518;C. E. R. BRILLANTINA;VDA. BRILLANTINA;8675656;MENDEZ ESCUDERO YOLANDA(DOC_PRIA.PROV);CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA,NOCTURNA;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,21;15;A;
ANTIOQUIA;5;ANTIOQUIA;5400;LA UNIÓN;205400000094;C. E. R. SAN MIGUEL ABAJO;VDA. SAN MIGUEL ABAJO;564 07 55;PEREZ JUAN DIEGO (DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5400;LA UNIÓN;205400000108;C. E. R. SANTA CRUZ;VDA. SAN MIGUEL ARRIBA;5688279;PEREZ CASTRO MARICELA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
